Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Naguib, A., Mathew, G., Reczek, C.R., Watrud, K., Ambrico, A., Herzka, T., Salas, I.C., Lee, M.F., El-Amine, N., Zheng, W., Di Francesco, M.E., Marszalek, J.R., Pappin, D.J., Chandel, N.S., Trotman, L.C.","35801022000; 57197397427; 57064224600; 56479132700; 57194732402; 56061465200; 55317862300; 57201311172; 57197824792; 56583117300; 56845143800; 7004578032; 7003371236; 7003913558; 6603486818","Mitochondrial Complex I Inhibitors Expose a Vulnerability for Selective Killing of Pten-Null Cells",2018,"Cell Reports",23,"1",,58,67,,60,10.1016/j.celrep.2018.03.032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044322537&partnerID=40&md5=c63a0298bc01160aaf8682f6aa1e44a5",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85044322537
"Xie, Y., Cao, Z., Wong, E.W.P., Guan, Y., Ma, W., Zhang, J.Q., Walczak, E.G., Murphy, D., Ran, L., Sirota, I., Wang, S., Shukla, S., Gao, D., Knott, S.R.V., Chang, K., Leu, J., Wongvipat, J., Antonescu, C.R., Hannon, G., Chi, P., Chen, Y.","56564470500; 56344359800; 56903562600; 57188961520; 57191038693; 58394706600; 57188957620; 56564629300; 56094869400; 55775672000; 55376949500; 55774933000; 55775426900; 55383125800; 36016202900; 57201478979; 10144133200; 7006213102; 7006115520; 7005534242; 36169845700","COP1/DET1/ETS axis regulates ERK transcriptome and sensitivity to MAPK inhibitors",2018,"Journal of Clinical Investigation",128,"4",,1442,1457,,24,10.1172/JCI94840,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045061261&partnerID=40&md5=be6cac61be4de19eedfca8263f5fb9b0",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85045061261
"Bukowski, R., Guo, X., Lu, Y., Zou, C., He, B., Rong, Z., Wang, B., Xu, D., Yang, B., Xie, C., Fan, L., Gao, S., Xu, X., Zhang, G., Li, Y., Jiao, Y., Doebley, J.F., Ross-Ibarra, J., Lorant, A., Buffalo, V., Cinta Romay, M., Buckler, E.S., Ware, D., Lai, J., Sun, Q., Xu, Y.","57197500936; 35810537100; 55697714000; 36885138000; 57205371399; 57205373757; 57204498910; 57192436127; 57454450100; 18539262100; 57188705514; 55458374700; 57209530793; 36646940000; 57194533949; 36652729500; 7006178494; 18038149900; 57194417502; 54796402100; 35754240300; 6603927775; 57206369615; 7401939762; 57188691206; 9846666200","Construction of the third-generation Zea mays haplotype map",2018,"GigaScience",7,"4", gix134,,,,147,10.1093/gigascience/gix134,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054300311&partnerID=40&md5=941e7e6e94f710ca1f7b495673825f8c",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85054300311
"Wu, Q., Regan, M., Furukawa, H., Jackson, D.","55260835600; 41161908900; 35229357000; 7404288309","Role of heterotrimeric Gα proteins in maize development and enhancement of agronomic traits",2018,"PLoS Genetics",14,"4 April", e1007374,,,,45,10.1371/journal.pgen.1007374,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049184341&partnerID=40&md5=90b59848fac0d9b323e2e512c4a69513",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85049184341
"Underwood, C.J., Choi, K., Lambing, C., Zhao, X., Serra, H., Borges, F., Simorowski, J., Ernst, E., Jacob, Y., Henderson, I.R., Martienssen, R.A.","57189640198; 55473341500; 55156356500; 55857968800; 55937448900; 25925729100; 8776318400; 55947927100; 12771858500; 36012991400; 7007149382","Epigenetic activation of meiotic recombination near Arabidopsis thaliana centromeres via loss of H3K9me2 and non-CG DNA methylation",2018,"Genome Research",28,"4",,519,531,,102,10.1101/gr.227116.117,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044958788&partnerID=40&md5=c18d762ace7101b2c364a551dc0b2555",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85044958788
"Choi, K., Zhao, X., Tock, A.J., Lambing, C., Underwood, C.J., Hardcastle, T.J., Serra, H., Kim, J., Cho, H.S., Kim, J., Ziolkowski, P.A., Yelina, N.E., Hwang, I., Martienssen, R.A., Henderson, I.R.","55473341500; 55857968800; 57195244246; 55156356500; 57189640198; 26642520400; 55937448900; 57221280444; 57201798173; 57201804488; 7003418462; 6506729097; 7201615210; 7007149382; 57307458400","Nucleosomes and DNA methylation shape meiotic DSB frequency in Arabidopsis thaliana transposons and gene regulatory regions",2018,"Genome Research",28,"4",,532,546,,124,10.1101/gr.225599.117,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044953112&partnerID=40&md5=84aceb25f367134451f2a138cc0000db",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85044953112
"Xu, F., Jackson, D.","56237341700; 7404288309","Learning from CIK plants",2018,"Nature Plants",4,"4",,195,196,,2,10.1038/s41477-018-0125-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044456720&partnerID=40&md5=169992d76def2c484fd306a4a876b2b9",Short Survey,Final,"",Scopus,2-s2.0-85044456720
"Kwon, C.-T., Song, G., Kim, S.-H., Han, J., Yoo, S.-C., An, G., Kang, K., Paek, N.-C.","55753458500; 57192933232; 56742804700; 57193607633; 14631312000; 7102580545; 7402223536; 6603972265","Functional deficiency of phytochrome B improves salt tolerance in rice",2018,"Environmental and Experimental Botany",148,"",,100,108,,12,10.1016/j.envexpbot.2017.12.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041396998&partnerID=40&md5=01e851dd64da1f5c98f0b521f23a3a92",Article,Final,"",Scopus,2-s2.0-85041396998
"Juavinett, A.L., Erlich, J.C., Churchland, A.K.","55359185300; 54396932600; 6506370880","Decision-making behaviors: weighing ethology, complexity, and sensorimotor compatibility",2018,"Current Opinion in Neurobiology",49,"",,42,50,,39,10.1016/j.conb.2017.11.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035052418&partnerID=40&md5=707a35ed5058ef455557f4c2e6e73843",Review,Final,"All Open Access, Green",Scopus,2-s2.0-85035052418
"Govek, E.-E., Wu, Z., Acehan, D., Molina, H., Rivera, K., Zhu, X., Fang, Y., Tessier-Lavigne, M., Hatten, M.E.","6507374099; 55914650200; 9939319000; 7005716113; 36157150700; 56079421700; 55469322800; 7006342144; 7005851828","Cdc42 Regulates Neuronal Polarity during Cerebellar Axon Formation and Glial-Guided Migration",2018,"iScience",1,"",,35,48,,29,10.1016/j.isci.2018.01.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054793688&partnerID=40&md5=dd897999f439ce645d6db3c9e9a025e1",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85054793688
"Li, J., Wu, C., Wang, W., He, Y., Elkayam, E., Joshua-Tor, L., Hammond, P.T.","55909133900; 57212562879; 57189334324; 57193759072; 55240399100; 6701801960; 7202553827","Structurally modulated codelivery of siRNA and Argonaute 2 for enhanced RNA interference",2018,"Proceedings of the National Academy of Sciences of the United States of America",115,"12",,E2696,E2705,,34,10.1073/pnas.1719565115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044340424&partnerID=40&md5=52c2e6f1c2a766577a7d82d00209c7ab",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85044340424
"Cook, N., Basu, B., Smith, D.-M., Gopinathan, A., Evans, J., Steward, W.P., Palmer, D., Propper, D., Venugopal, B., Hategan, M., Anthoney, D.A., Hampson, L.V., Nebozhyn, M., Tuveson, D., Farmer-Hall, H., Turner, H., McLeod, R., Halford, S., Jodrell, D.","24830417500; 12753875500; 7410365120; 12040713100; 55342052000; 7006577931; 8753793600; 7003894127; 35097013600; 56385877500; 6603458372; 55252311200; 6602219260; 6701721348; 57201285130; 36341561100; 57190742416; 57026400300; 7003445285","A phase i trial of the c-secretase inhibitor MK-0752 in combination with gemcitabine in patients with pancreatic ductal adenocarcinoma",2018,"British Journal of Cancer",118,"6",,793,801,,65,10.1038/bjc.2017.495,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044200808&partnerID=40&md5=0ac45a8aaafea2629e3ccbf67abe150b",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85044200808
"Branda, J.A., Body, B.A., Boyle, J., Branson, B.M., Dattwyler, R.J., Fikrig, E., Gerald, N.J., Gomes-Solecki, M., Kintrup, M., Ledizet, M., Levin, A.E., Lewinski, M., Liotta, L.A., Marques, A., Mead, P.S., Mongodin, E.F., Pillai, S., Rao, P., Robinson, W.H., Roth, K.M., Schriefer, M.E., Slezak, T., Snyder, J., Steere, A.C., Witkowski, J., Wong, S.J., Schutzer, S.E.","6602790642; 6603858064; 56126768100; 7003538741; 7005111654; 7102240544; 6507474932; 6506076010; 57201298518; 6602958888; 7403194389; 6602569376; 35394613100; 7202134750; 7006109169; 6507813767; 55977283300; 57201293026; 7402825986; 58341294900; 57208459898; 56439274100; 57195198610; 7102928325; 16479380400; 7404590274; 7003390617","Advances in Serodiagnostic Testing for Lyme Disease Are at Hand",2018,"Clinical Infectious Diseases",66,"7",,1133,1139,,67,10.1093/cid/cix943,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044243912&partnerID=40&md5=c46bfd312d38b09c503fcce979cfbb57",Review,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85044243912
"Plenker, D., Bertrand, M., de Langen, A.J., Riedel, R., Lorenz, C., Scheel, A.H., Muller, J., Bragelmann, J., Daßler-Plenker, J., Kobe, C., Persigehl, T., Kluge, A., Wurdinger, T., Schellen, P., Hartmann, G., Zacherle, T., Menon, R., Thunnissen, E., Buttner, R., Griesinger, F., Wolf, J., Heukamp, L., Sos, M.L., Heuckmann, J.M.","55346169900; 57195471277; 24437620800; 57667519000; 57194565566; 36926221700; 57191188161; 42161132700; 57191496253; 14060551500; 22935472200; 57202376268; 24726101100; 9045325800; 7201886319; 57497914000; 36739561300; 6507455547; 7005353115; 56284519600; 55580365300; 14053932500; 9534414200; 26666043700","Structural alterations of MET trigger response to MET kinase inhibition in lung adenocarcinoma patients",2018,"Clinical Cancer Research",24,"6",,1337,1343,,56,10.1158/1078-0432.CCR-17-3001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048101269&partnerID=40&md5=f8cc310610461fc75aea923b9f28236a",Article,Final,"",Scopus,2-s2.0-85048101269
"Je, B.I., Xu, F., Wu, Q., Liu, L., Meeley, R., Gallagher, J.P., Corcilius, L., Payne, R.J., Bartlett, M.E., Jackson, D.","9245081000; 56237341700; 55260835600; 56222343600; 6603938109; 55370414400; 55624807100; 7201993403; 23569224200; 7404288309","The clavata receptor fasciated ear2 responds to distinct cle peptides by signaling through two downstream effectors",2018,"eLife",7,"", e35673,,,,55,10.7554/eLife.35673,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045668793&partnerID=40&md5=41ac97813bb9fea8913c226a5683788a",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85045668793
"Tarumoto, Y., Lu, B., Somerville, T.D.D., Huang, Y.-H., Milazzo, J.P., Wu, X.S., Klingbeil, O., El Demerdash, O., Shi, J., Vakoc, C.R.","54958055700; 57202484979; 54080253500; 57190393508; 56681933700; 57201029345; 57196184790; 57194644397; 55491867900; 8685299800","LKB1, Salt-Inducible Kinases, and MEF2C Are Linked Dependencies in Acute Myeloid Leukemia",2018,"Molecular Cell",69,"6",,1017,1027.e6,,83,10.1016/j.molcel.2018.02.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042914169&partnerID=40&md5=c3a0de004b253db2a125bbf3aef2bb73",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85042914169
"Banito, A., Li, X., Laporte, A.N., Roe, J.-S., Sanchez-Vega, F., Huang, C.-H., Dancsok, A.R., Hatzi, K., Chen, C.-C., Tschaharganeh, D.F., Chandwani, R., Tasdemir, N., Jones, K.B., Capecchi, M.R., Vakoc, C.R., Schultz, N., Ladanyi, M., Nielsen, T.O., Lowe, S.W.","24340809600; 55101694100; 57189644009; 13103569800; 55542379900; 58034862000; 57193093030; 9236437900; 56427239200; 28167964200; 57062866200; 56144975300; 7404726260; 7006548001; 8685299800; 24766753800; 7006141808; 7201759696; 15064198100","The SS18-SSX Oncoprotein Hijacks KDM2B-PRC1.1 to Drive Synovial Sarcoma",2018,"Cancer Cell",33,"3",,527,541.e8,,70,10.1016/j.ccell.2018.01.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042819346&partnerID=40&md5=151ba82227c2996a8b32999bbcd39dee",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85042819346
"Wang, X., Chen, Q., Wu, Y., Lemmon, Z.H., Xu, G., Huang, C., Liang, Y., Xu, D., Li, D., Doebley, J.F., Tian, F.","56703545000; 56701199800; 56972730600; 56202702000; 56720644600; 56720522800; 56972892900; 56720622800; 56972674100; 7006178494; 57200213130","Genome-wide Analysis of Transcriptional Variability in a Large Maize-Teosinte Population",2018,"Molecular Plant",11,"3",,443,459,,52,10.1016/j.molp.2017.12.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042157570&partnerID=40&md5=a61e5a28d414f8d9c4b955ae41d4ba5b",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85042157570
"Lin, K.-T., Ma, W.K., Scharner, J., Liu, Y.-R., Krainer, A.R.","55466900500; 54882850900; 35424518700; 55642525800; 56744420600","A human-specific switch of alternatively spliced AFMID isoforms contributes to TP53 mutations and tumor recurrence in hepatocellular carcinoma",2018,"Genome Research",28,"3",,275,284,,12,10.1101/gr.227181.117,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046107018&partnerID=40&md5=e39cd7ad124324c3cfe7d310ae38d5ea",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85046107018
"Concia, L., Brooks, A.M., Wheeler, E., Zynda, G.J., Wear, E.E., LeBlanc, C., Song, J., Lee, T.-J., Pascuzzi, P.E., Martienssen, R.A., Vaughn, M.W., Thompson, W.F., Hanley-Bowdoin, L.","37055458000; 57002280300; 57201211947; 47961537300; 56204520400; 57189842527; 56523512000; 7501439301; 57191503836; 7007149382; 9737168200; 7403569755; 7003489479","Genome-wide analysis of the arabidopsis replication timing program",2018,"Plant Physiology",176,"3",,2166,2185,,24,10.1104/pp.17.01537,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043982728&partnerID=40&md5=085fdcc9a654e5b646428e38f24b2a35",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85043982728
"Lu, H.-C., Mills, A.A., Tian, D.","57201085771; 7202863188; 56522359000","Altered synaptic transmission and maturation of hippocampal CA1 neurons in a mouse model of human chr16p11.2 microdeletion",2018,"Journal of Neurophysiology",119,"3",,1005,1018,,11,10.1152/jn.00306.2017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043370151&partnerID=40&md5=951dd305dccd10bd4178e822884c4b67",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85043370151
"Zhang, T., Wu, Y.-C., Mullane, P., Ji, Y.J., Liu, H., He, L., Arora, A., Hwang, H.-Y., Alessi, A.F., Niaki, A.G., Periz, G., Guo, L., Wang, H., Elkayam, E., Joshua-Tor, L., Myong, S., Kim, J.K., Shorter, J., Ong, S.-E., Leung, A.K.L., Wang, J.","55547106192; 56093427400; 57188977924; 57192186303; 55929791700; 57200992527; 57642961700; 54792848800; 57210378348; 57200990970; 6506097155; 57196861419; 56081402400; 55240399100; 6701801960; 9043346900; 7601381174; 7004967079; 7202336423; 7403012669; 37108687700","FUS Regulates Activity of MicroRNA-Mediated Gene Silencing",2018,"Molecular Cell",69,"5",,787,801.e8,,54,10.1016/j.molcel.2018.02.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042790045&partnerID=40&md5=2e738fdf3b11b13fc646722af23d757d",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85042790045
"Arun, G., Diermeier, S.D., Spector, D.L.","55260324000; 26535804400; 35565902300","Therapeutic Targeting of Long Non-Coding RNAs in Cancer",2018,"Trends in Molecular Medicine",24,"3",,257,277,,387,10.1016/j.molmed.2018.01.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042672969&partnerID=40&md5=f467367bbf4230de73125d4cafc784c8",Review,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85042672969
"Bružas, E., Egeblad, M.","57200450305; 7004320104","Bone Talk: Activated Osteoblasts Promote Lung Cancer Growth",2018,"Trends in Molecular Medicine",24,"3",,237,239,,,10.1016/j.molmed.2018.01.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041308330&partnerID=40&md5=fbc173365ed4d5066931fd0e84763577",Short Survey,Final,"All Open Access, Bronze",Scopus,2-s2.0-85041308330
"Danko, C.G., Choate, L.A., Marks, B.A., Rice, E.J., Wang, Z., Chu, T., Martins, A.L., Dukler, N., Coonrod, S.A., Tait Wojno, E.D., Lis, J.T., Kraus, W.L., Siepel, A.","23484848900; 57190444799; 57199326261; 57200860814; 57216175297; 57195369392; 37361428100; 57192691127; 35587818200; 55043086800; 26643032700; 24590267800; 6701428520","Dynamic evolution of regulatory element ensembles in primate CD4+ T cells",2018,"Nature Ecology and Evolution",2,"3",,537,548,,39,10.1038/s41559-017-0447-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041104774&partnerID=40&md5=94cf1735f27b2184d0dec192754c1a54",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85041104774
"Chen, X., Sun, Y.-C., Church, G.M., Lee, J.H., Zador, A.M.","36236775500; 57195239883; 7005451318; 41661416300; 7004503632","Efficient in situ barcode sequencing using padlock probe-based BaristaSeq",2018,"Nucleic Acids Research",46,"4", e22,,,,73,10.1093/nar/gkx1206,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042936697&partnerID=40&md5=e270cbc373d35b44967c9cb3af8adf8c",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85042936697
"Fang, H., Huang, Y.-F., Radhakrishnan, A., Siepel, A., Lyon, G.J., Schatz, M.C.","55875558300; 57192699021; 56559609500; 6701428520; 57196750882; 7102406086","Scikit-ribo Enables Accurate Estimation and Robust Modeling of Translation Dynamics at Codon Resolution",2018,"Cell Systems",6,"2",,180,191.e4,,25,10.1016/j.cels.2017.12.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040635351&partnerID=40&md5=ea68a218fee89190b5e60f06ffc9a2d5",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85040635351
"Buja, A., Volfovsky, N., Krieger, A.M., Lord, C., Lash, A.E., Wigler, M., Iossifov, I.","6701535214; 6506290472; 7102388129; 9634532200; 57201342042; 7005241418; 6507060776","Damaging de novo mutations diminish motor skills in children on the autism spectrum",2018,"Proceedings of the National Academy of Sciences of the United States of America",115,"8",,E1859,E1866,,37,10.1073/pnas.1715427115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042191480&partnerID=40&md5=e475958a1853d911530d22bf96ce312e",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85042191480
"Knott, S.R.V., Wagenblast, E., Khan, S., Kim, S.Y., Soto, M., Wagner, M., Turgeon, M.-O., Fish, L., Erard, N., Gable, A.L., MacEli, A.R., DIckopf, S., Papachristou, E.K., D'Santos, C.S., Carey, L.A., Wilkinson, J.E., Harrell, J.C., Perou, C.M., Goodarzi, H., Poulogiannis, G., Hannon, G.J.","55383125800; 56114710000; 57200672320; 58464918700; 56604702400; 57202955841; 57142175700; 23979687600; 56451006600; 56604952300; 56451211700; 56604974100; 54786813200; 6603727827; 7102965750; 7103230055; 7102048373; 7003834979; 57207510443; 16686659000; 7006115520","Asparagine bioavailability governs metastasis in a model of breast cancer",2018,"Nature",554,"7692",,378,381,,282,10.1038/nature25465,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042156817&partnerID=40&md5=aa86b24eea8a25b3f28b68564e623138",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85042156817
"Yuan, T.L., Amzallag, A., Bagni, R., Yi, M., Afghani, S., Burgan, W., Fer, N., Strathern, L.A., Powell, K., Smith, B., Waters, A.M., Drubin, D., Thomson, T., Liao, R., Greninger, P., Stein, G.T., Murchie, E., Cortez, E., Egan, R.K., Procter, L., Bess, M., Cheng, K.T., Lee, C.-S., Lee, L.C., Fellmann, C., Stephens, R., Luo, J., Lowe, S.W., Benes, C.H., McCormick, F.","7102084200; 23495088800; 6506837994; 8250820200; 55654727700; 6507129430; 36189856000; 57195931795; 57118979900; 57200631614; 57191595498; 53986035400; 54685447200; 57211062454; 23392477900; 57200308746; 57200640307; 57200640165; 57190126701; 53364288900; 55362969900; 16300713800; 57207257618; 56246773800; 24392717000; 35433157100; 55332870300; 15064198100; 7004240199; 7101981229","Differential Effector Engagement by Oncogenic KRAS",2018,"Cell Reports",22,"7",,1889,1902,,85,10.1016/j.celrep.2018.01.051,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042034497&partnerID=40&md5=d9aa40a572c730d4e3503302fbb7b3cb",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85042034497
"Podgorny, O., Peunova, N., Park, J.-H., Enikolopov, G.","55605244800; 6602815776; 15036508500; 7004373908","Triple S-Phase Labeling of Dividing Stem Cells",2018,"Stem Cell Reports",10,"2",,615,626,,18,10.1016/j.stemcr.2017.12.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040608346&partnerID=40&md5=a2df3b8104bc0e6f499b7c910b2398e1",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85040608346
"Giuliano, C.J., Lin, A., Smith, J.C., Palladino, A.C., Sheltzer, J.M.","57193746454; 57193744606; 56271676000; 57201134310; 26653795700","MELK expression correlates with tumor mitotic activity but is not required for cancer growth",2018,"eLife",7,"", e32838,,,,56,10.7554/eLife.32838,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043497910&partnerID=40&md5=f403e423d0ac36f81750a700c03df6f8",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85043497910
"Chevy, Q., Kepecs, A.","54400878000; 6603111953","When Acetylcholine Unlocks Feedback Inhibition in Cortex",2018,"Neuron",97,"3",,481,484,,4,10.1016/j.neuron.2018.01.042,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044862186&partnerID=40&md5=fd57b617e8387a0c612ef25cfd705599",Short Survey,Final,"All Open Access, Bronze",Scopus,2-s2.0-85044862186
"Schiff, H.C., Bouhuis, A.L., Yu, K., Penzo, M.A., Li, H., He, M., Li, B.","8261125400; 7801311781; 56447621200; 55888989200; 57195301132; 56573200800; 55565756000","An insula-central amygdala circuit for guiding tastant-reinforced choice behavior",2018,"Journal of Neuroscience",38,"6",,1418,1429,,53,10.1523/JNEUROSCI.1773-17.2017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041738390&partnerID=40&md5=99dc769fb3ae6a747d010666e36e76ac",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85041738390
"Krishnan, N., Konidaris, K.F., Gasser, G., Tonks, N.K.","10142316300; 23389461000; 14819175200; 35428426700","A potent, selective, and orally bioavailable inhibitor of the protein-tyrosine phosphatase PTP1B improves insulin and leptin signaling in animal models",2018,"Journal of Biological Chemistry",293,"5",,1517,1525,,74,10.1074/jbc.C117.819110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041316659&partnerID=40&md5=b38c31e41c51b3d0ddad05b587588fb1",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85041316659
"Lee, J.H.","41661416300","Tracing single-cell histories: Origins of mutations in single cells during human brain development and aging are revealed",2018,"Science",359,"6375",,521,522,,1,10.1126/science.aar6335,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041288546&partnerID=40&md5=ecf42717bcb0fea6849ee839bff3f35c",Short Survey,Final,"All Open Access, Green",Scopus,2-s2.0-85041288546
"Rodriguez-Lee, M., Kolatkar, A., Luttgen, M.M., Dago, A.D., Kendall, J., Carlsson, N.A., Bethel, K., Greenspan, E.J., Hwang, S.E., Waitman, K.R., Nieva, J.J., Hicks, J., Kuhn, P.","12771282400; 7801323580; 16304243500; 6603245906; 16241554800; 57202357527; 56808232100; 57197087438; 9735815900; 57202358846; 7004317240; 57210551595; 7101989514","Effect of blood collection tube type and time to processing on the enumeration and high-content characterization of circulating tumor cells using the high-definition single-cell assay",2018,"Archives of Pathology and Laboratory Medicine",142,"2",,198,207,,29,10.5858/arpa.2016-0483-OA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047968457&partnerID=40&md5=dfa06d22e9be6a073a2284b6b4f269fb",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85047968457
"Sheng, L., Wan, B., Feng, P., Sun, J., Rigo, F., Frank Bennett, C., Akerman, M., Krainer, A.R., Hua, Y.","57200919118; 7102317002; 57200912391; 57200282276; 9735454800; 7401714681; 7102265542; 56744420600; 16238560400","Downregulation of survivin contributes to cell-cycle arrest during postnatal cardiac development in a severe spinal muscular atrophy mouse model",2018,"Human Molecular Genetics",27,"3",,486,498,,24,10.1093/hmg/ddx418,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042602742&partnerID=40&md5=ceadcf14a4a598a3a81181d09b73b72b",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85042602742
"Qu, J., Hodges, E., Molaro, A., Gagneux, P., Dean, M.D., Hannon, G.J., Smith, A.D.","55994680800; 22979951800; 50161982000; 6603409702; 7201596206; 7006115520; 57203774574","Evolutionary expansion of DNA hypomethylation in the mammalian germline genome",2018,"Genome Research",28,"2",,145,158,,19,10.1101/gr.225896.117,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041488138&partnerID=40&md5=75fc2d849148b79e61288c7a681397c6",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85041488138
"Kepecs, A.","6603111953","John Lisman 1944-2017",2018,"Nature neuroscience",21,"2",,152,153,,,10.1038/s41593-018-0069-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040931919&partnerID=40&md5=662fa7817b66c20a714c061fd5539ae5",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85040931919
