eprintid	rev_number	eprint_status	userid	dir	datestamp	lastmod	status_changed	type	metadata_visibility	sword_depositor	title	ispublished	date	date_type	id_number	official_url	PMID	full_text_status	publication	pagerange	refereed	issn	Attribute:id	abstract	volume	number	pmcid	publisher
40613	6	archive	39	disk0/00/04/06/13	5/18/22 14:21	5/18/22 14:21	5/18/22 14:21	article	show	39	Unique DNA Polymerase kappa Interactome Suggests Novel Cellular Functions	pub	5/13/22	published	10.1096/fasebj.2022.36.S1.0R478	https://www.ncbi.nlm.nih.gov/pubmed/35553453	35553453	none	The FASEB Journal		FALSE	0892-6638	https://repository.cshl.edu/id/eprint/40613	"Translesion DNA synthesis (TLS) polymerases evolved to tolerate DNA damage that bypasses DNA lesions, thus preventing genomic instability. Multiple TLS polymerases exist with different damage tolerance capabilities, since they have low fidelity their access to the replication fork must be regulated to minimize mutations. The current paradigm is that a combination of kinetic partitioning and protein-protein interactions are used to regulate TLS polymerase activity. A major knowledge-gap in elucidating the roles of these polymerases is that it is difficult to identify which polymerase is active in a specific situation. We designed and synthesized a novel nucleotide analog N2 -benzyl- 2'-deoxyguanosine (EBndG) that is highly selective toward DNA polymerase kappa (Pol κ), a Y family TLS polymerase. Pol k can bypass bulky lesions in the minor groove generated by a metabolite benzo[a]pyrene diolepoxide (BPDE), an environmental carcinogen. Although Pol κ has been identified to have multiple cellular roles, the mechanisms regulating its different cellular activities are unknown. To interrogate the identity of proteins surrounding the Pol κ active sites, we performed an extensive study using modified iPOND (isolation of proteins on nascent DNA), called iPoKD (isolation of proteins on Pol kappa synthesized DNA). Human cell lines were treated with BPDE, subsequently 5-ethynyl-2'-deoxyuridine (EdU) or EBndG was added and proteins bound to the DNA containing EdU and EBndG were analyzed by mass spectrometry. In addition, we performed quantitative analysis of the Pol κ active sites interactome using iPoKD followed by iTRAQ (isobaric tags for relative and absolute quantitation). Our data identified DNA replication and repair proteins previously identified with EdU pull-downs; and interestingly enrichment of RNA binding, ribosome biogenesis, nucleolar proteins and transcriptional repressive complex(es) associated with EBndG pull-downs. Chromatin modifiers, histone chaperones and histone variants are identified suggesting changes in chromatin structure that facilitates Pol κ-mediated DNA lesion bypass, repair and restorative process. identification of unique proteins associated with EBndG-containing DNA, suggests novel roles for Pol κ's activity in the cell. Using super-resolution confocal microscopy, Pol κ activity is identified in the nucleolus after BPDE damage. EBndG is observed in the nucleolar DNA and Pol κ 's activity regulated by the canonical polycomb-complex recruited by the PARylation of PARP1. BPDE lead to transcriptional stress and repression that is gradually recovered. We are investigating whether Pol κ maintains ribosomal DNA integrity after BPDE damage and is required for TLS DNA synthesis or repair. Pol κ active site associated candidate proteins are being validated using CRISPR-Cas9 knockout or siRNA knockdown strategies. These data will provide first insight into Pol κ's core interactome, it's regulation, chromatin surrounding Pol κ active sites and its novel cellular roles."	36 Sup	S1		
40611	5	archive	41	disk0/00/04/06/11	5/18/22 13:55	5/18/22 13:55	5/18/22 13:55	article	show		eDNA Analysis of Goat-Grazed Rhamnus cathartica Soil Microbial Communities.	pub	5/13/22	published	10.1096/fasebj.2022.36.S1.R5509	https://faseb.onlinelibrary.wiley.com/doi/10.1096/fasebj.2022.36.S1.R5509	S1.R5509	none	FASEB journal : official publication of the Federation of American Societies for Experimental Biology		FALSE	1530-6860	https://repository.cshl.edu/id/eprint/40611	"Biological invasions of exotic species pose a significant threat to local biodiversity and ecosystem services. Redistribution of plant species in particular disrupts key structure-function relationships in the soil by altering the composition of microbial taxa. This study combines environmental DNA analysis with a goat-grazing intervention to investigate the taxonomic structure of soil microbiomes interacting with the invasive plant, Rhamnus cathartica (common Buckthorn). 16S (515F/806R) metabarcodes were amplified from soil DNA harvested before and after a goat-grazing regimen on buckthorn-invaded and control plots. Samples were sequenced on an Illumina iSeq, then analyzed using the DNA Subway Purple Line (QIIME 2.0) to process sequencing reads and calculate diversity indices. PCoA visualizations of Jaccard Beta diversity patterns revealed differences in community composition between buckthorn and control soils, but no effects from goat grazing. Five dominant taxa were identified in no-buckthorn control soils, accounting for 35 +/- 9.6 SD% of the average relative abundance of total sequences. Genus DA101 notably demonstrated the largest decrease in average relative abundance in the buckthorn and goat-grazed soils (% decrease = 6.4 +/- 2 SD), whereas the evenness of other taxa increased. Overall, buckthorn soil showed significant increases in Pielou's taxonomical evenness (Kruskal-Wallis H(2, N=29) = 10.9; p=0.004), but goat grazing had no impact on this score (p>0.01). Faith's phylogenetic diversity scores showed no significant differences between buckthorn, goat-grazed, and control soils (Kruskal-Wallis H(2, N=31) = 2.2; p=0.32). Taken together, these preliminary results illustrate that buckthorn increases taxonomical evenness but has no effect on overall phylogenetic diversity of soil communities. Moreover, buckthorn goat-grazing had little impact on soil community structure. Future studies will investigate the role of DA101 on buckthorn suppression as a possible mitigation strategy for this invasive species."	36 Sup			
40648	5	archive	39	disk0/00/04/06/48	6/2/22 18:09	6/2/22 18:09	6/2/22 18:09	article	show	39	Identification of Genetic Factors Controlling the Formation of Multiple Flowers Per Node in Pepper (Capsicum spp.)	pub	5/9/22	published	10.3389/fpls.2022.884338	https://www.ncbi.nlm.nih.gov/pubmed/35615119	35615119	public	Frontiers in Plant Science	884338	TRUE	1664-462X	https://repository.cshl.edu/id/eprint/40648	"Flower production provides the foundation for crop yield and increased profits. Capsicum annuum is a pepper species with a sympodial shoot structure with solitary flowers. By contrast, C. chinense produces multiple flowers per node. C. annuum accounts for 80% of pepper production worldwide. The identification of C. chinense genes that control multiple flowers and their transfer into C. annuum may open the way to increasing fruit yield. In this study, we dissected the genetic factors were dissected controlling the multiple-flower-per-node trait in Capsicum. 85 recombinant inbred lines (RILs) between the contrasting C. annuum 'TF68' and C. chinense 'Habanero' accessions were phenotyped and genotyped. Quantitative Trait Loci (QTL) analysis identified four novel QTLs on chromosomes 1, 2, 7, and 11 that accounted for 65% of the total phenotypic variation. Genome-wide association study was also performed on a panel of 276 genotyped and phenotyped C. annuum accessions, which revealed 28 regions significantly associated with the multiple-flower trait, of which three overlapped the identified QTLs. Five candidate genes involved in the development of the shoot and flower meristems were identified and these genes could cause multiple flowers per node in pepper. These results contribute to our understanding of multiple flower formation in Capsicum and will be useful to develop high-yielding cultivars."	13		PMC9125326	
40642	4	archive	39	disk0/00/04/06/42	5/26/22 18:07	5/26/22 18:07	5/26/22 18:07	article	show	39	Synthesis and Structure-Activity relationships of cyclin-dependent kinase 11 inhibitors based on a diaminothiazole scaffold	pub	5/8/22	published	10.1016/j.ejmech.2022.114433	https://www.ncbi.nlm.nih.gov/pubmed/35597007	35597007	none	European Journal of Medicinal Chemistry	114433	TRUE	0223-5234	https://repository.cshl.edu/id/eprint/40642	"Cyclin-dependent kinases (CDK) are attractive targets for drug discovery due to their wide range of cellular functions. CDK11 is an understudied CDK with roles in transcription and splicing, cell cycle regulation, neuronal function, and apoptosis. In this study, we describe a medicinal chemistry campaign to identify a CDK11 inhibitor. Employing a promising but nonselective CDK11-targeting scaffold (JWD-047), extensive structure-guided medicinal chemistry modifications led to the identification of ZNL-05-044. A combination of biochemical evaluations and NanoBRET cellular assays for target engagement guided the SAR towards a 2,4-diaminothiazoles CDK11 probe with significantly improved kinome-wide selectivity over JWD-047. CDK11 inhibition with ZNL-05-044 leads to G2/M cell cycle arrest, consistent with prior work evaluating OTS964, and impacts CDK11-dependent mRNA splicing in cells. Together, ZNL-05-044 serves as a tool compound for further optimization and interrogation of the consequences of CDK11 inhibition."	238			
40618	15	archive	39	disk0/00/04/06/18	5/25/22 14:46	5/25/22 14:46	5/25/22 14:46	article	show	39	Parvalbumin-Positive Interneurons Regulate Cortical Sensory Plasticity in Adulthood and Development Through Shared Mechanisms	pub	5/6/22	published	10.3389/fncir.2022.886629	https://www.ncbi.nlm.nih.gov/pubmed/35601529	35601529	public	Frontiers in Neural Circuits	886629	TRUE	1662-5110	https://repository.cshl.edu/id/eprint/40618	"Parvalbumin-positive neurons are the largest class of GABAergic, inhibitory neurons in the central nervous system. In the cortex, these fast-spiking cells provide feedforward and feedback synaptic inhibition onto a diverse set of cell types, including pyramidal cells, other inhibitory interneurons, and themselves. Cortical inhibitory networks broadly, and cortical parvalbumin-expressing interneurons (cPVins) specifically, are crucial for regulating sensory plasticity during both development and adulthood. Here we review the functional properties of cPVins that enable plasticity in the cortex of adult mammals and the influence of cPVins on sensory activity at four spatiotemporal scales. First, cPVins regulate developmental critical periods and adult plasticity through molecular and structural interactions with the extracellular matrix. Second, they activate in precise sequence following feedforward excitation to enforce strict temporal limits in response to the presentation of sensory stimuli. Third, they implement gain control to normalize sensory inputs and compress the dynamic range of output. Fourth, they synchronize broad network activity patterns in response to behavioral events and state changes. Much of the evidence for the contribution of cPVins to plasticity comes from classic models that rely on sensory deprivation methods to probe experience-dependent changes in the brain. We support investigating naturally occurring, adaptive cortical plasticity to study cPVin circuits in an ethologically relevant framework, and discuss recent insights from our work on maternal experience-induced auditory cortical plasticity."	16		PMC9120417	
40608	11	archive	39	disk0/00/04/06/08	5/17/22 14:20	5/17/22 14:20	5/17/22 14:20	article	show	39	Comparative optimization of combinatorial CRISPR screens	pub	5/5/22	published	10.1038/s41467-022-30196-9	https://www.ncbi.nlm.nih.gov/pubmed/35513429	35513429	public	Nature Communications	2469	TRUE	2041-1723	https://repository.cshl.edu/id/eprint/40608	"Combinatorial CRISPR technologies have emerged as a transformative approach to systematically probe genetic interactions and dependencies of redundant gene pairs. However, the performance of different functional genomic tools for multiplexing sgRNAs vary widely. Here, we generate and benchmark ten distinct pooled combinatorial CRISPR libraries targeting paralog pairs to optimize digenic knockout screens. Libraries composed of dual Streptococcus pyogenes Cas9 (spCas9), orthogonal spCas9 and Staphylococcus aureus (saCas9), and enhanced Cas12a from Acidaminococcus were evaluated. We demonstrate a combination of alternative tracrRNA sequences from spCas9 consistently show superior effect size and positional balance between the sgRNAs as a robust combinatorial approach to profile genetic interactions of multiple genes."	13	1	PMC9072436	
40609	8	archive	39	disk0/00/04/06/09	5/17/22 14:41	5/17/22 14:41	5/17/22 14:41	article	show	39	Gene regulation by gonadal hormone receptors underlies brain sex differences	pub	5/4/22		10.1038/s41586-022-04686-1			public	Nature		TRUE	0028-0836	https://repository.cshl.edu/id/eprint/40609	"<jats:title>Abstract</jats:title><jats:p>Oestradiol establishes neural sex differences in many vertebrates<jats:sup>1–3</jats:sup> and modulates mood, behaviour and energy balance in adulthood<jats:sup>4–8</jats:sup>. In the canonical pathway, oestradiol exerts its effects through the transcription factor oestrogen receptor-α (ERα)<jats:sup>9</jats:sup>. Although ERα has been extensively characterized in breast cancer, the neuronal targets of ERα, and their involvement in brain sex differences, remain largely unknown. Here we generate a comprehensive map of genomic ERα-binding sites in a sexually dimorphic neural circuit that mediates social behaviours. We conclude that ERα orchestrates sexual differentiation of the mouse brain through two mechanisms: establishing two male-biased neuron types and activating a sustained male-biased gene expression program. Collectively, our findings reveal that sex differences in gene expression are defined by hormonal activation of neuronal steroid receptors. The molecular targets we identify may underlie the effects of oestradiol on brain development, behaviour and disease.</jats:p>"				
40623	6	archive	39	disk0/00/04/06/23	5/25/22 15:44	5/25/22 15:44	5/25/22 15:44	article	show	39	Statistical correction of input gradients for black box models trained with categorical input features	unpub	5/1/22	published	10.1101/2022.04.29.490102	https://www.biorxiv.org/content/10.1101/2022.04.29.490102v1	490102v1	public	BioRxiv		FALSE		https://repository.cshl.edu/id/eprint/40623	"Gradients of a deep neural network’s predictions with respect to the inputs are used in a variety of downstream analyses, notably in post hoc explanations with feature attribution methods. For data with input features that live on a lower-dimensional manifold, we observe that the learned function can exhibit arbitrary behaviors off the manifold, where no data exists to anchor the function during training. This leads to a random component in the gradients which manifests as noise. We introduce a simple correction for this off-manifold gradient noise for the case of categorical input features, where input values are subject to a probabilistic simplex constraint, and demonstrate its effectiveness on regulatory genomics data. We find that our correction consistently leads to a significant improvement in gradient-based attribution scores."				
40615	7	archive	39	disk0/00/04/06/15	5/18/22 20:38	5/18/22 20:38	5/18/22 20:38	article	show	39	Evaluating deep learning for predicting epigenomic profiles	unpub	5/1/22	published	10.1101/2022.04.29.490059	https://www.biorxiv.org/content/10.1101/2022.04.29.490059v1	490059v1	public	BioRxiv		FALSE		https://repository.cshl.edu/id/eprint/40615	"Deep learning has been successful at predicting epigenomic profiles from DNA sequences. Most approaches frame this task as a binary classification relying on peak callers to define functional activity. Recently, quantitative models have emerged to directly predict the experimental coverage values as a regression. As new models continue to emerge with different architectures and training configurations, a major bottleneck is forming due to the lack of ability to fairly assess the novelty of proposed models and their utility for downstream biological discovery. Here we introduce a unified evaluation framework and use it to compare various binary and quantitative models trained to predict chromatin accessibility data. We highlight various modeling choices that affect generalization performance, including a downstream application of predicting variant effects. In addition, we introduce a robustness metric that can be used to enhance model selection and improve variant effect predictions. Our empirical study largely supports that quantitative modeling of epigenomic profiles leads to better generalizability and interpretability."				
40686	3	archive	39	disk0/00/04/06/86	7/21/22 22:51	7/21/22 22:51	7/21/22 22:51	article	show	39	Correction: γδ T cell IFNγ production is directly subverted by Yersinia pseudotuberculosis outer protein YopJ in mice and humans	pub	5/1/22	published	10.1371/journal.ppat.1010586	https://www.ncbi.nlm.nih.gov/pubmed/35613102	35613102	none	PLoS Pathogens	e1010586	FALSE	1553-7366	https://repository.cshl.edu/id/eprint/40686	[This corrects the article DOI: 10.1371/journal.ppat.1010103.].	18	5	PMC9132293	
40614	7	archive	41	disk0/00/04/06/14	5/18/22 17:12	5/18/22 17:12	5/18/22 17:12	article	show		Analyzing the impacts of tobacco mosaic virus on the microbial diversity of Nicotiana benthamiana	pub	4/30/22		doi:10.1007/s42161-022-01103-4	https://doi.org/10.1007/s42161-022-01103-4	-1107	none	Journal of Plant Pathology		TRUE	2239-7264	https://repository.cshl.edu/id/eprint/40614					
40601	6	archive	39	disk0/00/04/06/01	5/4/22 13:24	5/4/22 13:24	5/4/22 13:24	article	show	39	β-Hydroxybutyrate suppresses colorectal cancer.	pub	4/27/22	published	10.1038/s41586-022-04649-6	https://www.ncbi.nlm.nih.gov/pubmed/35477756	35477756	none	Nature	160-165	TRUE	0028-0836	https://repository.cshl.edu/id/eprint/40601	"Colorectal cancer (CRC) is among the most frequent forms of cancer, and new strategies for its prevention and therapy are urgently needed1. Here we identify a metabolite signalling pathway that provides actionable insights towards this goal. We perform a dietary screen in autochthonous animal models of CRC and find that ketogenic diets exhibit a strong tumour-inhibitory effect. These properties of ketogenic diets are recapitulated by the ketone body β-hydroxybutyrate (BHB), which reduces the proliferation of colonic crypt cells and potently suppresses intestinal tumour growth. We find that BHB acts through the surface receptor Hcar2 and induces the transcriptional regulator Hopx, thereby altering gene expression and inhibiting cell proliferation. Cancer organoid assays and single-cell RNA sequencing of biopsies from patients with CRC provide evidence that elevated BHB levels and active HOPX are associated with reduced intestinal epithelial proliferation in humans. This study thus identifies a BHB-triggered pathway regulating intestinal tumorigenesis and indicates that oral or systemic interventions with a single metabolite may complement current prevention and treatment strategies for CRC."	605	7908		
40600	13	archive	39	disk0/00/04/06/00	5/2/22 20:06	5/2/22 20:06	5/2/22 20:06	article	show	39	A preclinical platform for assessing antitumor effects and systemic toxicities of cancer drug targets	pub	4/26/22	published	10.1073/pnas.2110557119	https://www.ncbi.nlm.nih.gov/pubmed/35442775	35442775	public	Proceedings of the National Academy of Sciences of USA	e2110557119	TRUE	0027-8424	https://repository.cshl.edu/id/eprint/40600	"SignificanceMany new cancer drugs fail at the clinical stage owing to poor efficacy and/or excessive toxicity, though whether this reflects shortcomings of the target or the drug is often unclear. To gain earlier insights into factors that can influence the therapeutic index of target inhibition in vivo, we combine inducible RNA interference and somatic engineering technologies to produce a cost-effective platform that enables systemic and inducible suppression of candidate target in normal tissues and tumor cells in the same mouse. By comparing the consequences of genetic and pharmacological CDK9 inhibition, we establish the utility of this platform to predict factors influencing the therapeutic index. Additionally, our studies provide support, and some cautionary notes, for the clinical development of CDK9 inhibitors."	119	17		
40595	8	archive	39	disk0/00/04/05/95	5/2/22 13:41	5/9/22 13:17	5/2/22 13:41	article	show	39	Coexpression reveals conserved gene programs that co-vary with cell type across kingdoms	pub	4/22/22	published	10.1093/nar/gkac276	https://www.ncbi.nlm.nih.gov/pubmed/35451481	35451481	public	Nucleic Acids Research		TRUE	0305-1048	https://repository.cshl.edu/id/eprint/40595	"What makes a mouse a mouse, and not a hamster? Differences in gene regulation between the two organisms play a critical role. Comparative analysis of gene coexpression networks provides a general framework for investigating the evolution of gene regulation across species. Here, we compare coexpression networks from 37 species and quantify the conservation of gene activity 1) as a function of evolutionary time, 2) across orthology prediction algorithms, and 3) with reference to cell- and tissue-specificity. We find that ancient genes are expressed in multiple cell types and have well conserved coexpression patterns, however they are expressed at different levels across cell types. Thus, differential regulation of ancient gene programs contributes to transcriptional cell identity. We propose that this differential regulation may play a role in cell diversification in both the animal and plant kingdoms."			PMC9071420	
40639	13	archive	39	disk0/00/04/06/39	5/26/22 17:17	5/26/22 17:17	5/26/22 17:17	article	show	39	Complete Sequence of a 641-kb Insertion of Mitochondrial DNA in the Arabidopsis thaliana Nuclear Genome	pub	4/21/22	published	10.1093/gbe/evac059	https://www.ncbi.nlm.nih.gov/pubmed/35446419	35446419	public	Genome Biology and Evolution	evac059	TRUE	1759-6653	https://repository.cshl.edu/id/eprint/40639	"Intracellular transfers of mitochondrial DNA continue to shape nuclear genomes. Chromosome 2 of the model plant Arabidopsis thaliana contains one of the largest known nuclear insertions of mitochondrial DNA (numts). Estimated at over 600 kb in size, this numt is larger than the entire Arabidopsis mitochondrial genome. The primary Arabidopsis nuclear reference genome contains less than half of the numt because of its structural complexity and repetitiveness. Recent data sets generated with improved long-read sequencing technologies (PacBio HiFi) provide an opportunity to finally determine the accurate sequence and structure of this numt. We performed a de novo assembly using sequencing data from recent initiatives to span the Arabidopsis centromeres, producing a gap-free sequence of the Chromosome 2 numt, which is 641 kb in length and has 99.933% nucleotide sequence identity with the actual mitochondrial genome. The numt assembly is consistent with the repetitive structure previously predicted from fiber-based fluorescent in situ hybridization. Nanopore sequencing data indicate that the numt has high levels of cytosine methylation, helping to explain its biased spectrum of nucleotide sequence divergence and supporting previous inferences that it is transcriptionally inactive. The original numt insertion appears to have involved multiple mitochondrial DNA copies with alternative structures that subsequently underwent an additional duplication event within the nuclear genome. This work provides insights into numt evolution, addresses one of the last unresolved regions of the Arabidopsis reference genome, and represents a resource for distinguishing between highly similar numt and mitochondrial sequences in studies of transcription, epigenetic modifications, and de novo mutations."	14	5	PMC9071559	
40602	6	archive	39	disk0/00/04/06/02	5/4/22 20:35	5/4/22 20:35	5/4/22 20:35	article	show	39	"The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2022 update."	pub	4/21/22	published	10.1093/nar/gkac247	https://www.ncbi.nlm.nih.gov/pubmed/35446428	35446428	public	Nucleic Acids Research		TRUE	0305-1048	https://repository.cshl.edu/id/eprint/40602	"Galaxy is a mature, browser accessible workbench for scientific computing. It enables scientists to share, analyze and visualize their own data, with minimal technical impediments. A thriving global community continues to use, maintain and contribute to the project, with support from multiple national infrastructure providers that enable freely accessible analysis and training services. The Galaxy Training Network supports free, self-directed, virtual training with >230 integrated tutorials. Project engagement metrics have continued to grow over the last 2 years, including source code contributions, publications, software packages wrapped as tools, registered users and their daily analysis jobs, and new independent specialized servers. Key Galaxy technical developments include an improved user interface for launching large-scale analyses with many files, interactive tools for exploratory data analysis, and a complete suite of machine learning tools. Important scientific developments enabled by Galaxy include Vertebrate Genome Project (VGP) assembly workflows and global SARS-CoV-2 collaborations."				
40599	6	archive	39	disk0/00/04/05/99	5/2/22 20:00	5/2/22 20:00	5/2/22 20:00	article	show	39	KMT2C deficiency promotes small cell lung cancer metastasis through DNMT3A-mediated epigenetic reprogramming	pub	4/21/22	published	10.1038/s43018-022-00361-6	https://www.ncbi.nlm.nih.gov/pubmed/35449309	35449309	none	Nature Cancer		TRUE	2662-1347	https://repository.cshl.edu/id/eprint/40599	"Small cell lung cancer (SCLC) is notorious for its early and frequent metastases, which contribute to it as a recalcitrant malignancy. To understand the molecular mechanisms underlying SCLC metastasis, we generated SCLC mouse models with orthotopically transplanted genome-edited lung organoids and performed multiomics analyses. We found that a deficiency of KMT2C, a histone H3 lysine 4 methyltransferase frequently mutated in extensive-stage SCLC, promoted multiple-organ metastases in mice. Metastatic and KMT2C-deficient SCLC displayed both histone and DNA hypomethylation. Mechanistically, KMT2C directly regulated the expression of DNMT3A, a de novo DNA methyltransferase, through histone methylation. Forced DNMT3A expression restrained metastasis of KMT2C-deficient SCLC through repressing metastasis-promoting MEIS/HOX genes. Further, S-(5'-adenosyl)-L-methionine, the common cofactor of histone and DNA methyltransferases, inhibited SCLC metastasis. Thus, our study revealed a concerted epigenetic reprogramming of KMT2C- and DNMT3A-mediated histone and DNA hypomethylation underlying SCLC metastasis, which suggested a potential epigenetic therapeutic vulnerability."				
40594	14	archive	39	disk0/00/04/05/94	5/2/22 13:31	5/2/22 13:31	5/2/22 13:31	article	show	39	Experimental demonstration and pan-structurome prediction of climate-associated riboSNitches in Arabidopsis	pub	4/19/22	published	10.1186/s13059-022-02656-4	https://www.ncbi.nlm.nih.gov/pubmed/35440059	35440059	public	Genome Biology	101	TRUE	1474-7596	https://repository.cshl.edu/id/eprint/40594	"BACKGROUND: Genome-wide association studies (GWAS) aim to correlate phenotypic changes with genotypic variation. Upon transcription, single nucleotide variants (SNVs) may alter mRNA structure, with potential impacts on transcript stability, macromolecular interactions, and translation. However, plant genomes have not been assessed for the presence of these structure-altering polymorphisms or ""riboSNitches."" RESULTS: We experimentally demonstrate the presence of riboSNitches in transcripts of two Arabidopsis genes, ZINC RIBBON 3 (ZR3) and COTTON GOLGI-RELATED 3 (CGR3), which are associated with continentality and temperature variation in the natural environment. These riboSNitches are also associated with differences in the abundance of their respective transcripts, implying a role in regulating the gene's expression in adaptation to local climate conditions. We then computationally predict riboSNitches transcriptome-wide in mRNAs of 879 naturally inbred Arabidopsis accessions. We characterize correlations between SNPs/riboSNitches in these accessions and 434 climate descriptors of their local environments, suggesting a role of these variants in local adaptation. We integrate this information in CLIMtools V2.0 and provide a new web resource, T-CLIM, that reveals associations between transcript abundance variation and local environmental variation. CONCLUSION: We functionally validate two plant riboSNitches and, for the first time, demonstrate riboSNitch conditionality dependent on temperature, coining the term ""conditional riboSNitch."" We provide the first pan-genome-wide prediction of riboSNitches in plants. We expand our previous CLIMtools web resource with riboSNitch information and with 1868 additional Arabidopsis genomes and 269 additional climate conditions, which will greatly facilitate in silico studies of natural genetic variation, its phenotypic consequences, and its role in local adaptation."	23	1	PMC9017077	
40597	7	archive	39	disk0/00/04/05/97	5/2/22 14:12	5/2/22 14:12	5/2/22 14:12	article	show	39	"Brain radiotherapy, tremelimumab-mediated CTLA-4-directed blockade +/- trastuzumab in patients with breast cancer brain metastases"	pub	4/19/22	published	10.1038/s41523-022-00404-2	https://www.ncbi.nlm.nih.gov/pubmed/35440655	35440655	public	npj Breast Cancer	50	TRUE	2374-4677	https://repository.cshl.edu/id/eprint/40597	"Breast cancer brain metastases (BCBM) are a common and devastating complication of metastatic breast cancer with conventional systemic therapies demonstrating limited effectiveness. Consequently, radiotherapy (RT) ± surgery remains the cornerstone of BCBM management. Because preclinical and clinical evidence indicate that immune checkpoint blockade (ICB) may synergize with RT to promote systemic tumor regression, we explored the safety and efficacy of RT and concurrent tremelimumab-mediated cytotoxic T-lymphocyte associated protein 4 (CTLA-4) ICB with tremelimumab ± HER2-directed therapy with trastuzumab for BCBM. Eligible patients had BCBM indicated for brain RT. A Simon two-stage design was adopted to evaluate the efficacy of tremelimumab and RT in 20 patients with human epidermal growth factor receptor normal (HER2-) BCBM. The safety of concurrent RT, tremelimumab, and trastuzumab was evaluated in a cohort of 6 HER2+ patients. The primary endpoint was 12-week non-central nervous system (CNS) disease control rate (DCR). Secondary endpoints included safety, survival, and CNS response. Exploratory correlatives included characterization of peripheral blood immune responses among exceptional responders. Tremelimumab plus RT ± trastuzumab was tolerated with no treatment-related grade 4 adverse events reported. The 12-week non-CNS DCR was 10% (2/20) in the HER2- cohort and 33% (2/6) in the HER2+ cohort. One patient with HER2+ disease experienced a durable partial response with evidence of peripheral T-cell activation. Thus, tremelimumab and RT ± trastuzumab was tolerated. Although modest clinical activity was observed in the HER2- efficacy cohort, encouraging responses were observed in the HER2+ safety cohort. Consequently, a trial to determine efficacy in HER2+ BCBM is planned.Clinical Trial Registration Number: NCT02563925."	8	1	PMC9018738	
40590	7	archive	39	disk0/00/04/05/90	4/20/22 14:39	4/22/22 13:49	4/20/22 14:39	article	show	39	MAVE-NN: learning genotype-phenotype maps from multiplex assays of variant effect	pub	4/15/22	published	10.1186/s13059-022-02661-7	https://www.ncbi.nlm.nih.gov/pubmed/35428271	35428271	public	Genome Biology	98	TRUE	1474-7596	https://repository.cshl.edu/id/eprint/40590	"Multiplex assays of variant effect (MAVEs) are a family of methods that includes deep mutational scanning experiments on proteins and massively parallel reporter assays on gene regulatory sequences. Despite their increasing popularity, a general strategy for inferring quantitative models of genotype-phenotype maps from MAVE data is lacking. Here we introduce MAVE-NN, a neural-network-based Python package that implements a broadly applicable information-theoretic framework for learning genotype-phenotype maps-including biophysically interpretable models-from MAVE datasets. We demonstrate MAVE-NN in multiple biological contexts, and highlight the ability of our approach to deconvolve mutational effects from otherwise confounding experimental nonlinearities and noise."	23	1	PMC9011994	
40589	5	archive	39	disk0/00/04/05/89	4/20/22 14:30	4/20/22 14:30	4/20/22 14:30	article	show	39	BMP2/SMAD pathway activation in JAK2/p53-mutant Megakaryocyte/Erythroid Progenitors Promotes Leukemic Transformation	pub	4/14/22	published	10.1182/blood.2021014465	https://www.ncbi.nlm.nih.gov/pubmed/35421216	35421216	none	Blood		TRUE	Jun-71	https://repository.cshl.edu/id/eprint/40589	"Leukemic transformation (LT) of myeloproliferative neoplasm (MPN) has a dismal prognosis and is largely fatal. Mutational inactivation of TP53 is the most common somatic event in LT, however the mechanisms by which TP53 mutations promote LT remain unresolved. Using an allelic series of mouse models of Jak2/Trp53 mutant MPN, we identify that only biallelic inactivation of Trp53 results in LT (to a pure erythroleukemia (PEL)). This PEL arises from the megakaryocyte erythroid progenitor (MEP) population. Importantly, the BMP2/SMAD pathway is aberrantly activated during LT, and results in abnormal self-renewal of MEPs. Finally, we identify that Jak2/Trp53 mutant PEL is characterized by recurrent copy number alterations and DNA damage. Using a synthetic-lethality strategy, by targeting active DNA-repair pathways, we demonstrate that this PEL is highly sensitive to combination WEE1 and PARP inhibition. These observations yield new mechanistic insights into the process of p53 mutant LT, and offer new, clinically-translatable therapeutic approaches."				
40598	6	archive	39	disk0/00/04/05/98	5/2/22 14:26	5/2/22 14:26	5/2/22 14:26	article	show	39	Genetic and environmental determinants of diastolic heart function	pub	4/13/22	published	10.1038/s44161-022-00048-2	https://www.ncbi.nlm.nih.gov/pubmed/35479509	35479509	public	Nat Cardiovasc Res	361-371	TRUE	2731-0590	https://repository.cshl.edu/id/eprint/40598	"Diastole is the sequence of physiological events that occur in the heart during ventricular filling and principally depends on myocardial relaxation and chamber stiffness. Abnormal diastolic function is related to many cardiovascular disease processes and is predictive of health outcomes, but its genetic architecture is largely unknown. Here, we use machine learning cardiac motion analysis to measure diastolic functional traits in 39,559 participants of the UK Biobank and perform a genome-wide association study. We identified 9 significant, independent loci near genes that are associated with maintaining sarcomeric function under biomechanical stress and genes implicated in the development of cardiomyopathy. Age, sex and diabetes were independent predictors of diastolic function and we found a causal relationship between genetically-determined ventricular stiffness and incident heart failure. Our results provide insights into the genetic and environmental factors influencing diastolic function that are relevant for identifying causal relationships and potential tractable targets."	1	4	PMC7612636	
